,item,sent_id,source,correct_sentence,correct_form,lemma,mutation_type,trigger_type,specific_trigger,token_id,prev_word,incorrect_form,incorrect_sentence,num_diffs,incorrect_form_mut_type
278,110,33,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",Chapel,capel,AM,L,a,22.0,a,Capel,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Capel Newydd gerllaw.",1,none
279,110,33,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",Chapel,capel,AM,L,a,22.0,a,Gapel,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Gapel Newydd gerllaw.",1,SM
280,110,33,https://www.bbc.com/cymrufyw/erthyglau/c4g4587w9x2o,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Chapel Newydd gerllaw.",Chapel,capel,AM,L,a,22.0,a,Nghapel,"Ffermio oedd bywoliaeth Siôn hefyd, ac fe fu'n byw yn yr un ardal yn Nyffryn Coch ar hyd ei oes, a Nghapel Newydd gerllaw.",1,NM
281,111,34,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Dyma olwg ar yr hyn sy'n wynebu Wrecsam a Chasnewydd.,olwg,golwg,SM,L,dyma,2.0,Dyma,golwg,Dyma golwg ar yr hyn sy'n wynebu Wrecsam a Chasnewydd.,1,none
282,111,34,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Dyma olwg ar yr hyn sy'n wynebu Wrecsam a Chasnewydd.,olwg,golwg,SM,L,dyma,2.0,Dyma,ngolwg,Dyma ngolwg ar yr hyn sy'n wynebu Wrecsam a Chasnewydd.,1,NM
283,112,34,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Dyma olwg ar yr hyn sy'n wynebu Wrecsam a Chasnewydd.,Chasnewydd,Casnewydd,AM,L,a,10.0,a,Casnewydd,Dyma olwg ar yr hyn sy'n wynebu Wrecsam a Casnewydd.,1,none
284,112,34,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Dyma olwg ar yr hyn sy'n wynebu Wrecsam a Chasnewydd.,Chasnewydd,Casnewydd,AM,L,a,10.0,a,Gasnewydd,Dyma olwg ar yr hyn sy'n wynebu Wrecsam a Gasnewydd.,1,SM
285,112,34,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Dyma olwg ar yr hyn sy'n wynebu Wrecsam a Chasnewydd.,Chasnewydd,Casnewydd,AM,L,a,10.0,a,Nghasnewydd,Dyma olwg ar yr hyn sy'n wynebu Wrecsam a Nghasnewydd.,1,NM
286,113,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,frwydr,brwydr,SM,MS,def_art_fem_sing_noun,2.0,Mae'r,brwydr,Mae'r brwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,1,none
287,113,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,frwydr,brwydr,SM,MS,def_art_fem_sing_noun,2.0,Mae'r,mrwydr,Mae'r mrwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,1,NM
288,114,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,mhyramid,pyramid,NM,L,ym,6.0,ym,pyramid,Mae'r frwydr i aros ym pyramid y gynghrair i lawr i'r diwrnod olaf.,1,none
289,114,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,mhyramid,pyramid,NM,L,ym,6.0,ym,byramid,Mae'r frwydr i aros ym byramid y gynghrair i lawr i'r diwrnod olaf.,1,SM
290,114,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,mhyramid,pyramid,NM,L,ym,6.0,ym,phyramid,Mae'r frwydr i aros ym phyramid y gynghrair i lawr i'r diwrnod olaf.,1,AM
291,115,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,gynghrair,cynghrair,SM,MS,def_art_fem_sing_noun,8.0,y,cynghrair,Mae'r frwydr i aros ym mhyramid y cynghrair i lawr i'r diwrnod olaf.,1,none
292,115,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,gynghrair,cynghrair,SM,MS,def_art_fem_sing_noun,8.0,y,nghynghrair,Mae'r frwydr i aros ym mhyramid y nghynghrair i lawr i'r diwrnod olaf.,1,NM
293,115,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,gynghrair,cynghrair,SM,MS,def_art_fem_sing_noun,8.0,y,chynghrair,Mae'r frwydr i aros ym mhyramid y chynghrair i lawr i'r diwrnod olaf.,1,AM
294,116,35,https://www.bbc.com/cymrufyw/erthyglau/cgrp0077w4wo,Mae'r frwydr i aros ym mhyramid y gynghrair i lawr i'r diwrnod olaf.,lawr,llawr,SM,L,i,10.0,i,llawr,Mae'r frwydr i aros ym mhyramid y gynghrair i llawr i'r diwrnod olaf.,1,none
295,117,36,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn nhermau ei hardal ddaearyddol.",fwyaf,mwyaf,SM,MS,def_art_fem_sing_noun,9.0,yw'r,mwyaf,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r mwyaf yn nhermau ei hardal ddaearyddol.",1,none
296,118,36,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn nhermau ei hardal ddaearyddol.",nhermau,termau,NM,L,yn,11.0,yn,termau,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn termau ei hardal ddaearyddol.",1,none
297,118,36,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn nhermau ei hardal ddaearyddol.",nhermau,termau,NM,L,yn,11.0,yn,dermau,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn dermau ei hardal ddaearyddol.",1,SM
298,118,36,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn nhermau ei hardal ddaearyddol.",nhermau,termau,NM,L,yn,11.0,yn,thermau,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn thermau ei hardal ddaearyddol.",1,AM
299,119,36,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn nhermau ei hardal ddaearyddol.",ddaearyddol,daearyddol,SM,MS,fem_sing_noun_modifier,14.0,hardal,daearyddol,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn nhermau ei hardal daearyddol.",1,none
300,119,36,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn nhermau ei hardal ddaearyddol.",ddaearyddol,daearyddol,SM,MS,fem_sing_noun_modifier,14.0,hardal,naearyddol,"Ymhlith 16 o etholaethau newydd, Gwynedd Maldwyn yw'r fwyaf yn nhermau ei hardal naearyddol.",1,NM
301,120,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,nghadarnleoedd,cadarnleoedd,NM,L,yng,4.0,yng,cadarnleoedd,Mae cymunedau yng cadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,none
302,120,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,nghadarnleoedd,cadarnleoedd,NM,L,yng,4.0,yng,gadarnleoedd,Mae cymunedau yng gadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,SM
303,120,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,nghadarnleoedd,cadarnleoedd,NM,L,yng,4.0,yng,chadarnleoedd,Mae cymunedau yng chadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,AM
304,121,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,Gymraeg,Cymraeg,SM,MS,fem_sing_noun_modifier,7.0,iaith,Cymraeg,Mae cymunedau yng nghadarnleoedd yr iaith Cymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,none
305,121,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,Gymraeg,Cymraeg,SM,MS,fem_sing_noun_modifier,7.0,iaith,Nghymraeg,Mae cymunedau yng nghadarnleoedd yr iaith Nghymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,NM
306,121,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,Gymraeg,Cymraeg,SM,MS,fem_sing_noun_modifier,7.0,iaith,Chymraeg,Mae cymunedau yng nghadarnleoedd yr iaith Chymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,AM
307,122,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,bobl,pobl,SM,MS,def_art_fem_sing_noun,12.0,mae'r,pobl,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r pobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,none
308,122,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,bobl,pobl,SM,MS,def_art_fem_sing_noun,12.0,mae'r,mhobl,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r mhobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,NM
309,122,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,bobl,pobl,SM,MS,def_art_fem_sing_noun,12.0,mae'r,phobl,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r phobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,1,AM
310,123,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,Loegr,Lloegr,SM,L,i,16.0,i,Lloegr,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Lloegr i siopa a chael mynediad at wasanaethau.,1,none
311,124,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,chael,cael,AM,L,a,20.0,a,cael,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a cael mynediad at wasanaethau.,1,none
312,124,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,chael,cael,AM,L,a,20.0,a,gael,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a gael mynediad at wasanaethau.,1,SM
313,124,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,chael,cael,AM,L,a,20.0,a,nghael,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a nghael mynediad at wasanaethau.,1,NM
314,125,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,wasanaethau,gwasanaeth,SM,L,at,23.0,at,gwasanaethau,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at gwasanaethau.,1,none
315,125,37,https://www.bbc.com/cymrufyw/erthyglau/cj0p4d21j73o,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at wasanaethau.,wasanaethau,gwasanaeth,SM,L,at,23.0,at,ngwasanaethau,Mae cymunedau yng nghadarnleoedd yr iaith Gymraeg a rhai lle mae'r bobl yn mynd i Loegr i siopa a chael mynediad at ngwasanaethau.,1,NM
316,126,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",thîm,tìm,AM,L,â,2.0,Â,tîm,"Â tîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",1,none
317,126,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",thîm,tìm,AM,L,â,2.0,Â,dîm,"Â dîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",1,SM
318,126,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",thîm,tìm,AM,L,â,2.0,Â,nhîm,"Â nhîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",1,NM
319,127,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",Mhencampwriaeth,pencampwriaeth,NM,L,ym,8.0,ym,Pencampwriaeth,"Â thîm rygbi merched Cymru'n cystadlu ym Pencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",1,none
320,127,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",Mhencampwriaeth,pencampwriaeth,NM,L,ym,8.0,ym,Bencampwriaeth,"Â thîm rygbi merched Cymru'n cystadlu ym Bencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",1,SM
321,127,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",Mhencampwriaeth,pencampwriaeth,NM,L,ym,8.0,ym,Phencampwriaeth,"Â thîm rygbi merched Cymru'n cystadlu ym Phencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",1,AM
322,128,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",gwylio,gwylio,no_NM,no_mutation,no_mutation,22.0,i'w,ngwylio,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w ngwylio.",1,NM
323,128,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",gwylio,gwylio,no_NM,no_mutation,no_mutation,22.0,i'w,wylio,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w wylio.",1,SM
324,129,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",gyfres,cyfres,SM,MS,def_art_fem_sing_noun,17.0,mae'r,cyfres,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r cyfres gyntaf ar gael i'w gwylio.",1,none
325,129,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",gyfres,cyfres,SM,MS,def_art_fem_sing_noun,17.0,mae'r,nghyfres,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r nghyfres gyntaf ar gael i'w gwylio.",1,NM
326,129,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",gyfres,cyfres,SM,MS,def_art_fem_sing_noun,17.0,mae'r,chyfres,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r chyfres gyntaf ar gael i'w gwylio.",1,AM
327,130,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",gyntaf,cyntaf,SM,MS,fem_sing_noun_modifier,18.0,gyfres,cyntaf,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres cyntaf ar gael i'w gwylio.",1,none
328,130,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",gyntaf,cyntaf,SM,MS,fem_sing_noun_modifier,18.0,gyfres,nghyntaf,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres nghyntaf ar gael i'w gwylio.",1,NM
329,130,38,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres gyntaf ar gael i'w gwylio.",gyntaf,cyntaf,SM,MS,fem_sing_noun_modifier,18.0,gyfres,chyntaf,"Â thîm rygbi merched Cymru'n cystadlu ym Mhencampwriaeth y Chwe Gwlad ar hyn o bryd, mae'r gyfres chyntaf ar gael i'w gwylio.",1,AM
330,131,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyfrol,cyfrol,SM,MS,def_art_fem_sing_noun,8.0,y,cyfrol,"Ond Amdani, nofel i oedolion, oedd y cyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,none
331,131,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyfrol,cyfrol,SM,MS,def_art_fem_sing_noun,8.0,y,nghyfrol,"Ond Amdani, nofel i oedolion, oedd y nghyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,NM
332,131,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyfrol,cyfrol,SM,MS,def_art_fem_sing_noun,8.0,y,chyfrol,"Ond Amdani, nofel i oedolion, oedd y chyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,AM
333,132,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyntaf,cyntaf,SM,MS,fem_sing_noun_modifier,9.0,gyfrol,cyntaf,"Ond Amdani, nofel i oedolion, oedd y gyfrol cyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,none
334,132,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyntaf,cyntaf,SM,MS,fem_sing_noun_modifier,9.0,gyfrol,nghyntaf,"Ond Amdani, nofel i oedolion, oedd y gyfrol nghyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,NM
335,132,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyntaf,cyntaf,SM,MS,fem_sing_noun_modifier,9.0,gyfrol,chyntaf,"Ond Amdani, nofel i oedolion, oedd y gyfrol chyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,AM
336,133,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyhoeddi,cyhoeddi,SM,MS,i_plus_NP,11.0,iddi,cyhoeddi,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi cyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,none
337,133,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyhoeddi,cyhoeddi,SM,MS,i_plus_NP,11.0,iddi,nghyhoeddi,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi nghyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,NM
338,133,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyhoeddi,cyhoeddi,SM,MS,i_plus_NP,11.0,iddi,chyhoeddi,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi chyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1,AM
339,134,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",mlwydd,blwydd,NM,L,34,18.0,34,blwydd,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 blwydd oed.",1,none
340,134,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",mlwydd,blwydd,NM,L,34,18.0,34,flwydd,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 flwydd oed.",1,SM
341,135,40,https://www.bbc.com/cymrufyw/erthyglau/cvgzd5839gpo,Byddwn yn eu hatgoffa o'u cyfrifoldebau fel aelodau etholedig yng nghyd-destun yr iaith Gymraeg.,cyfrifoldebau,cyfrifoldeb,no_SM,no_mutation,no_mutation,6.0,o'u,gyfrifoldebau,Byddwn yn eu hatgoffa o'u gyfrifoldebau fel aelodau etholedig yng nghyd-destun yr iaith Gymraeg.,1,SM
