"item","correct_sentence","incorrect_form_1","incorrect_form_2","incorrect_form_3","incorrect_sentence_1","incorrect_sentence_2","incorrect_sentence_3"
"84","Fe fydd lle teilwng i'r iaith Wyddeleg unwaith eto mewn gŵyl gerddorol penwythnos nesaf, diolch i waith diflino'r mudiad Conradh na Gaeilge.","Gwyddeleg","Ngwyddeleg",NA,"Fe fydd lle teilwng i'r iaith Gwyddeleg unwaith eto mewn gŵyl gerddorol penwythnos nesaf, diolch i waith diflino'r mudiad Conradh na Gaeilge.","Fe fydd lle teilwng i'r iaith Ngwyddeleg unwaith eto mewn gŵyl gerddorol penwythnos nesaf, diolch i waith diflino'r mudiad Conradh na Gaeilge.",NA
"91","Mi welais y ferch na thalodd ddim am ei bwyd.","gwelais","ngwelais",NA,"Mi gwelais y ferch na thalodd ddim am ei bwyd.","Mi ngwelais y ferch na thalodd ddim am ei bwyd.",NA
"108","Ymhen dwy flynedd clywais i bod na ddrama Gymraeg ar y gweill ynglyn â nyrsys - a nyrsys canser yn benodol.","Cymraeg","Nghymraeg","Chymraeg","Ymhen dwy flynedd clywais i bod na ddrama Cymraeg ar y gweill ynglyn â nyrsys - a nyrsys canser yn benodol.","Ymhen dwy flynedd clywais i bod na ddrama Nghymraeg ar y gweill ynglyn â nyrsys - a nyrsys canser yn benodol.","Ymhen dwy flynedd clywais i bod na ddrama Chymraeg ar y gweill ynglyn â nyrsys - a nyrsys canser yn benodol."
"137","Welson ni mo'r ddamwain.","Gwelson","Ngwelson",NA,"Gwelson ni mo'r ddamwain.","Ngwelson ni mo'r ddamwain.",NA
"169","Tyfodd i fod yn dref marchnad i Lŷn gyfan, fel y tystia'r safle a adwaenir fel ""Y Maes"" lle y cynhelid y ffeiriau, a ""Stryd Moch"".","Llŷn",NA,NA,"Tyfodd i fod yn dref marchnad i Llŷn gyfan, fel y tystia'r safle a adwaenir fel ""Y Maes"" lle y cynhelid y ffeiriau, a ""Stryd Moch"".",NA,NA
"186","Mae 'na lot o chwyn y tyfu yn yr ardd.","cwyn","gwyn","nghwyn","Mae 'na lot o cwyn y tyfu yn yr ardd.","Mae 'na lot o gwyn y tyfu yn yr ardd.","Mae 'na lot o nghwyn y tyfu yn yr ardd."
"205","Mae'r ardal wedi profi oes y tywysogion canoloesol, gormes y Llychlynwyr, ymgyrchoedd rhyfelgar y Sacsoniaid Eingl ar Normaniaid a thrwy flynyddoedd y chwyldro diwydiannol i'r cyfnod modern.","blynyddoedd","mlynyddoedd",NA,"Mae'r ardal wedi profi oes y tywysogion canoloesol, gormes y Llychlynwyr, ymgyrchoedd rhyfelgar y Sacsoniaid Eingl ar Normaniaid a thrwy blynyddoedd y chwyldro diwydiannol i'r cyfnod modern.","Mae'r ardal wedi profi oes y tywysogion canoloesol, gormes y Llychlynwyr, ymgyrchoedd rhyfelgar y Sacsoniaid Eingl ar Normaniaid a thrwy mlynyddoedd y chwyldro diwydiannol i'r cyfnod modern.",NA
"232","Roedd ei gyfnod o ddeuddeg mlynedd ar hugain yn Feuryn yn rhan allweddol o hynny, ac rwyf wedi clywed droeon gan gyfeillion o feirdd am y wefr amhrisiadwy a gaent o dderbyn canmoliaeth Gerallt yn y Talwrn.","gwefr","ngwefr",NA,"Roedd ei gyfnod o ddeuddeg mlynedd ar hugain yn Feuryn yn rhan allweddol o hynny, ac rwyf wedi clywed droeon gan gyfeillion o feirdd am y gwefr amhrisiadwy a gaent o dderbyn canmoliaeth Gerallt yn y Talwrn.","Roedd ei gyfnod o ddeuddeg mlynedd ar hugain yn Feuryn yn rhan allweddol o hynny, ac rwyf wedi clywed droeon gan gyfeillion o feirdd am y ngwefr amhrisiadwy a gaent o dderbyn canmoliaeth Gerallt yn y Talwrn.",NA
"265","A dweud y gwir mae 'na ormod ononyn nhw.","gormod","ngormod",NA,"A dweud y gwir mae 'na gormod ononyn nhw.","A dweud y gwir mae 'na ngormod ononyn nhw.",NA
"312","Dyna leoliad y ffotograffydd pan dynnodd o'r llun yma, a Môr Iwerddon nid Afon Menai sydd rhyngddo fo ac Eryri.","lleoliad",NA,NA,"Dyna lleoliad y ffotograffydd pan dynnodd o'r llun yma, a Môr Iwerddon nid Afon Menai sydd rhyngddo fo ac Eryri.",NA,NA
"364","Mae'n bleser gen i felly gynnig oriel drawiadol i chi.","trawiadol","nhrawiadol","thrawiadol","Mae'n bleser gen i felly gynnig oriel trawiadol i chi.","Mae'n bleser gen i felly gynnig oriel nhrawiadol i chi.","Mae'n bleser gen i felly gynnig oriel thrawiadol i chi."
"420","Byddi ti'n yrrwr.","gyrrwr","ngyrrwr",NA,"Byddi ti'n gyrrwr.","Byddi ti'n ngyrrwr.",NA
"431","Rhaglen digon hamddenol ac adloniadol ydoedd, un a drafodai beth yw cryfder emosiynol y geiriau a'r alaw i wahanol bobl.","trafodai","nhrafodai","thrafodai","Rhaglen digon hamddenol ac adloniadol ydoedd, un a trafodai beth yw cryfder emosiynol y geiriau a'r alaw i wahanol bobl.","Rhaglen digon hamddenol ac adloniadol ydoedd, un a nhrafodai beth yw cryfder emosiynol y geiriau a'r alaw i wahanol bobl.","Rhaglen digon hamddenol ac adloniadol ydoedd, un a thrafodai beth yw cryfder emosiynol y geiriau a'r alaw i wahanol bobl."
"433","Saif y dref ar lain o dir arfordirol tua 2 milltir o hyd a hanner milltir o led yn wynebu Bae Conwy a Môr Iwerddon i'r gogledd.","llain",NA,NA,"Saif y dref ar llain o dir arfordirol tua 2 milltir o hyd a hanner milltir o led yn wynebu Bae Conwy a Môr Iwerddon i'r gogledd.",NA,NA
"461","Mi welais ddyn sy ddim yn gweithio o gwbl.","gwelais","ngwelais",NA,"Mi gwelais ddyn sy ddim yn gweithio o gwbl.","Mi ngwelais ddyn sy ddim yn gweithio o gwbl.",NA
"484","Drwy ddewis Prifysgol Aberystwyth byddwch yn dewis canolfan ddysg mewn lleoliad heb ei ail.","Trwy","Nhrwy","Thrwy","Trwy ddewis Prifysgol Aberystwyth byddwch yn dewis canolfan ddysg mewn lleoliad heb ei ail.","Nhrwy ddewis Prifysgol Aberystwyth byddwch yn dewis canolfan ddysg mewn lleoliad heb ei ail.","Thrwy ddewis Prifysgol Aberystwyth byddwch yn dewis canolfan ddysg mewn lleoliad heb ei ail."
"572","Dadansoddwyd y corpws i gynhyrchu cyfrifon amlder geiriau yn eu ffurf grai yn ogystal â chyfrifon o lemata lle mae pob arwydd wedi ei ddad-dreiglo a'i dagio yn ôl ei wreiddyn.","gwreiddyn","ngwreiddyn",NA,"Dadansoddwyd y corpws i gynhyrchu cyfrifon amlder geiriau yn eu ffurf grai yn ogystal â chyfrifon o lemata lle mae pob arwydd wedi ei ddad-dreiglo a'i dagio yn ôl ei gwreiddyn.","Dadansoddwyd y corpws i gynhyrchu cyfrifon amlder geiriau yn eu ffurf grai yn ogystal â chyfrifon o lemata lle mae pob arwydd wedi ei ddad-dreiglo a'i dagio yn ôl ei ngwreiddyn.",NA
"595","Nid oes ryfedd eu bod, i bob pwrpas, yn codi dau fys ar y wasg.","rhyfedd",NA,NA,"Nid oes rhyfedd eu bod, i bob pwrpas, yn codi dau fys ar y wasg.",NA,NA
"606","Mae'n ymddangos fod y delyn Gymreig yn y bymthegfed a'r unfed ganrif ar bymtheg â cholofn syth iddi gyda'r seinflwch wedi ei naddu o un darn o gelynen neu ywen.","Cymreig","Nghymreig","Chymreig","Mae'n ymddangos fod y delyn Cymreig yn y bymthegfed a'r unfed ganrif ar bymtheg â cholofn syth iddi gyda'r seinflwch wedi ei naddu o un darn o gelynen neu ywen.","Mae'n ymddangos fod y delyn Nghymreig yn y bymthegfed a'r unfed ganrif ar bymtheg â cholofn syth iddi gyda'r seinflwch wedi ei naddu o un darn o gelynen neu ywen.","Mae'n ymddangos fod y delyn Chymreig yn y bymthegfed a'r unfed ganrif ar bymtheg â cholofn syth iddi gyda'r seinflwch wedi ei naddu o un darn o gelynen neu ywen."
"640","Ond gall y Cymro call fynd drwy fywyd heb eu defnyddio o gwbl.","trwy","nhrwy","thrwy","Ond gall y Cymro call fynd trwy fywyd heb eu defnyddio o gwbl.","Ond gall y Cymro call fynd nhrwy fywyd heb eu defnyddio o gwbl.","Ond gall y Cymro call fynd thrwy fywyd heb eu defnyddio o gwbl."
"701","Cytunir i'r briodas, ond yn ystod y wledd i'w dathlu mae Efnysien, hanner brawd Branwen, yn cyrraedd y llys.","gwledd","ngwledd",NA,"Cytunir i'r briodas, ond yn ystod y gwledd i'w dathlu mae Efnysien, hanner brawd Branwen, yn cyrraedd y llys.","Cytunir i'r briodas, ond yn ystod y ngwledd i'w dathlu mae Efnysien, hanner brawd Branwen, yn cyrraedd y llys.",NA
"763","Jyst isio bod yn siwr o niferoedd cyn i mi fwcio stafell.","bwcio","mwcio",NA,"Jyst isio bod yn siwr o niferoedd cyn i mi bwcio stafell.","Jyst isio bod yn siwr o niferoedd cyn i mi mwcio stafell.",NA
"769","Cafodd Arfon weld â'i lygaid ei hun pa mor weithgar ac ymroddgar oedd y ddau wrth geisio diogelu'r caneuon gwerin yma.","llygaid",NA,NA,"Cafodd Arfon weld â'i llygaid ei hun pa mor weithgar ac ymroddgar oedd y ddau wrth geisio diogelu'r caneuon gwerin yma.",NA,NA
"794","Derbyniaf ei bod yn rhaid peidio â chael dim mwy o oedi diangen cyn symud ymlaen, ond cofiaf hefyd rai o weithredoedd eich Llywodraeth chi, pan welsom gwtogi gwasanaethau flwyddyn ar ôl blwyddyn.","blwyddyn","mlwyddyn",NA,"Derbyniaf ei bod yn rhaid peidio â chael dim mwy o oedi diangen cyn symud ymlaen, ond cofiaf hefyd rai o weithredoedd eich Llywodraeth chi, pan welsom gwtogi gwasanaethau blwyddyn ar ôl blwyddyn.","Derbyniaf ei bod yn rhaid peidio â chael dim mwy o oedi diangen cyn symud ymlaen, ond cofiaf hefyd rai o weithredoedd eich Llywodraeth chi, pan welsom gwtogi gwasanaethau mlwyddyn ar ôl blwyddyn.",NA
"853","Yn y gwesty hwn y bu'r tîm a goncrodd Everest ym 1953 yn aros tra'r oeddent yn ymarfer ar yr Wyddfa.","concrodd","nghoncrodd","choncrodd","Yn y gwesty hwn y bu'r tîm a concrodd Everest ym 1953 yn aros tra'r oeddent yn ymarfer ar yr Wyddfa.","Yn y gwesty hwn y bu'r tîm a nghoncrodd Everest ym 1953 yn aros tra'r oeddent yn ymarfer ar yr Wyddfa.","Yn y gwesty hwn y bu'r tîm a choncrodd Everest ym 1953 yn aros tra'r oeddent yn ymarfer ar yr Wyddfa."
"859","Gyfeillion, rwyf wedi gweithio i Lywodraeth Cymru!","Cyfeillion","Nghyfeillion","Chyfeillion","Cyfeillion, rwyf wedi gweithio i Lywodraeth Cymru!","Nghyfeillion, rwyf wedi gweithio i Lywodraeth Cymru!","Chyfeillion, rwyf wedi gweithio i Lywodraeth Cymru!"
"942","Dyma'n ffordd o ddangos fod yr ieithoedd yn esblygu, fel ag yr ydym ni fel pobl yn esblygu.","bod","mod",NA,"Dyma'n ffordd o ddangos bod yr ieithoedd yn esblygu, fel ag yr ydym ni fel pobl yn esblygu.","Dyma'n ffordd o ddangos mod yr ieithoedd yn esblygu, fel ag yr ydym ni fel pobl yn esblygu.",NA
"944","Ar ôl dwy flynedd o drefnu arlwy yn yr iaith Wyddeleg, bydd Croí Na Féile yn rhan annatod o'r Electric Picnic yn sir Laois, gŵyl gerddorol fawr fydd yn gweld enwau mawr fel Arctic Monkeys, Snow Patrol, Anne-Marie a The Kooks yn perfformio yn Saesneg.","Gwyddeleg","Ngwyddeleg",NA,"Ar ôl dwy flynedd o drefnu arlwy yn yr iaith Gwyddeleg, bydd Croí Na Féile yn rhan annatod o'r Electric Picnic yn sir Laois, gŵyl gerddorol fawr fydd yn gweld enwau mawr fel Arctic Monkeys, Snow Patrol, Anne-Marie a The Kooks yn perfformio yn Saesneg.","Ar ôl dwy flynedd o drefnu arlwy yn yr iaith Ngwyddeleg, bydd Croí Na Féile yn rhan annatod o'r Electric Picnic yn sir Laois, gŵyl gerddorol fawr fydd yn gweld enwau mawr fel Arctic Monkeys, Snow Patrol, Anne-Marie a The Kooks yn perfformio yn Saesneg.",NA
"969","Mi welith hi na dydw i ddim yn anhapus.","gwelith","ngwelith",NA,"Mi gwelith hi na dydw i ddim yn anhapus.","Mi ngwelith hi na dydw i ddim yn anhapus.",NA
"976","Mae gan Fangor y stryd fawr hiraf yng Nghymru, gyda chymysg o siopau cenedlaethol a busnesau lleol bychan.","Bangor","Mangor",NA,"Mae gan Bangor y stryd fawr hiraf yng Nghymru, gyda chymysg o siopau cenedlaethol a busnesau lleol bychan.","Mae gan Mangor y stryd fawr hiraf yng Nghymru, gyda chymysg o siopau cenedlaethol a busnesau lleol bychan.",NA
"986","Cerdyn sydd wedi ei ddylunio er mwyn ei osod mewn pwrs neu mewn poced, ac yn cynnwys rhif cyswllt sydd ar gael 24 awr y dydd yn nodi bod deiliad y cerdyn yn Ofalwr ac yn rhoi gwybod bod rhywun yn dibynnu arno ef neu arni hi.","Gofalwr","Ngofalwr",NA,"Cerdyn sydd wedi ei ddylunio er mwyn ei osod mewn pwrs neu mewn poced, ac yn cynnwys rhif cyswllt sydd ar gael 24 awr y dydd yn nodi bod deiliad y cerdyn yn Gofalwr ac yn rhoi gwybod bod rhywun yn dibynnu arno ef neu arni hi.","Cerdyn sydd wedi ei ddylunio er mwyn ei osod mewn pwrs neu mewn poced, ac yn cynnwys rhif cyswllt sydd ar gael 24 awr y dydd yn nodi bod deiliad y cerdyn yn Ngofalwr ac yn rhoi gwybod bod rhywun yn dibynnu arno ef neu arni hi.",NA
"987","Cafwyd cynhadledd stormus ym 1949, gyda rhai aelodau adain-chwith yn teimlo fod gormod o bwyslais ar yr iaith Gymraeg a'r ardaloedd gwledig, a rhai yn beirniadu heddychaeth Gwynfor Evans.","bod","mod",NA,"Cafwyd cynhadledd stormus ym 1949, gyda rhai aelodau adain-chwith yn teimlo bod gormod o bwyslais ar yr iaith Gymraeg a'r ardaloedd gwledig, a rhai yn beirniadu heddychaeth Gwynfor Evans.","Cafwyd cynhadledd stormus ym 1949, gyda rhai aelodau adain-chwith yn teimlo mod gormod o bwyslais ar yr iaith Gymraeg a'r ardaloedd gwledig, a rhai yn beirniadu heddychaeth Gwynfor Evans.",NA
"1029","Ges i fy nghusan gyntaf erioed ar deledu, ar y gyfres Gwaith Cartref...roedd hi'n gusan dda iawn hefyd!","Ces","Nghes","Ches","Ces i fy nghusan gyntaf erioed ar deledu, ar y gyfres Gwaith Cartref...roedd hi'n gusan dda iawn hefyd!","Nghes i fy nghusan gyntaf erioed ar deledu, ar y gyfres Gwaith Cartref...roedd hi'n gusan dda iawn hefyd!","Ches i fy nghusan gyntaf erioed ar deledu, ar y gyfres Gwaith Cartref...roedd hi'n gusan dda iawn hefyd!"
"1045","Byddech yn cael maddeuant am feddwl na all Eryri ond gael eu fwynhau yn iawn yn yr haf; wedi'r cyfan, dyna pan fydd y tywydd yn debygol o fod yn well (yn ddamcaniaethol o leiaf!).","cael","nghael","chael","Byddech yn cael maddeuant am feddwl na all Eryri ond cael eu fwynhau yn iawn yn yr haf; wedi'r cyfan, dyna pan fydd y tywydd yn debygol o fod yn well (yn ddamcaniaethol o leiaf!).","Byddech yn cael maddeuant am feddwl na all Eryri ond nghael eu fwynhau yn iawn yn yr haf; wedi'r cyfan, dyna pan fydd y tywydd yn debygol o fod yn well (yn ddamcaniaethol o leiaf!).","Byddech yn cael maddeuant am feddwl na all Eryri ond chael eu fwynhau yn iawn yn yr haf; wedi'r cyfan, dyna pan fydd y tywydd yn debygol o fod yn well (yn ddamcaniaethol o leiaf!)."
"1140","Geiriau'r Cynghorydd Miles yn swnio fel robot yn darllen brawddeg wedi ei baratoi ar ei chyfer.","paratoi","mharatoi","pharatoi","Geiriau'r Cynghorydd Miles yn swnio fel robot yn darllen brawddeg wedi ei paratoi ar ei chyfer.","Geiriau'r Cynghorydd Miles yn swnio fel robot yn darllen brawddeg wedi ei mharatoi ar ei chyfer.","Geiriau'r Cynghorydd Miles yn swnio fel robot yn darllen brawddeg wedi ei pharatoi ar ei chyfer."
"1177","Iawn, dim probs, ddylai nhw i gyd fod yno rŵan.","dylai","nylai",NA,"Iawn, dim probs, dylai nhw i gyd fod yno rŵan.","Iawn, dim probs, nylai nhw i gyd fod yno rŵan.",NA
"1185","Yn ddiddorol, mae'r ddrama yn cyfathrebu nid oes un ymgyrch wleidyddol, er gwaethaf ei hamcanion egwyddorol, sy'n amddifad o waed ar eu dwylo.","gwleidyddol","ngwleidyddol",NA,"Yn ddiddorol, mae'r ddrama yn cyfathrebu nid oes un ymgyrch gwleidyddol, er gwaethaf ei hamcanion egwyddorol, sy'n amddifad o waed ar eu dwylo.","Yn ddiddorol, mae'r ddrama yn cyfathrebu nid oes un ymgyrch ngwleidyddol, er gwaethaf ei hamcanion egwyddorol, sy'n amddifad o waed ar eu dwylo.",NA
"1205","Roedd nifer o gynghorwyr ac uwch-swyddogion y cyngor sir yn yr Eisteddfod ben bore Sadwrn cyntaf yr Eisteddfod er mwyn croesawu pobol i ""Bentref Wrecsam"" ar y Maes.","Pentref","Mhentref","Phentref","Roedd nifer o gynghorwyr ac uwch-swyddogion y cyngor sir yn yr Eisteddfod ben bore Sadwrn cyntaf yr Eisteddfod er mwyn croesawu pobol i ""Pentref Wrecsam"" ar y Maes.","Roedd nifer o gynghorwyr ac uwch-swyddogion y cyngor sir yn yr Eisteddfod ben bore Sadwrn cyntaf yr Eisteddfod er mwyn croesawu pobol i ""Mhentref Wrecsam"" ar y Maes.","Roedd nifer o gynghorwyr ac uwch-swyddogion y cyngor sir yn yr Eisteddfod ben bore Sadwrn cyntaf yr Eisteddfod er mwyn croesawu pobol i ""Phentref Wrecsam"" ar y Maes."
"1257","Collodd Powys cryn dipyn o'i thiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen ganolfan, Pengwern.","tiriogaeth","diriogaeth","nhiriogaeth","Collodd Powys cryn dipyn o'i tiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen ganolfan, Pengwern.","Collodd Powys cryn dipyn o'i diriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen ganolfan, Pengwern.","Collodd Powys cryn dipyn o'i nhiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen ganolfan, Pengwern."
"1293","Mae rhywbeth hudolus am raeadr.","rhaeadr",NA,NA,"Mae rhywbeth hudolus am rhaeadr.",NA,NA
"1309","Fuoch chi'n pendroni pa anrheg Nadolig i'w brynu i aelod o'r teulu dros y misoedd diwethaf?","Buoch","Muoch",NA,"Buoch chi'n pendroni pa anrheg Nadolig i'w brynu i aelod o'r teulu dros y misoedd diwethaf?","Muoch chi'n pendroni pa anrheg Nadolig i'w brynu i aelod o'r teulu dros y misoedd diwethaf?",NA
"1333","Yn ôl rhagor o ddogfennau a ryddhawyd drwy geisiadau rhyddid gwybodaeth, ym mis Awst eleni anfonodd y Comisiynydd lythyr at Weinidog y Gymraeg yn brolio ei fod yn cynnal llai o ymchwiliadau i gwynion gan ddweud ei fod ""ddiolchgar"" i'r Gweinidog am ei ""harweiniad ar y mater"".","diolchgar","niolchgar",NA,"Yn ôl rhagor o ddogfennau a ryddhawyd drwy geisiadau rhyddid gwybodaeth, ym mis Awst eleni anfonodd y Comisiynydd lythyr at Weinidog y Gymraeg yn brolio ei fod yn cynnal llai o ymchwiliadau i gwynion gan ddweud ei fod ""diolchgar"" i'r Gweinidog am ei ""harweiniad ar y mater"".","Yn ôl rhagor o ddogfennau a ryddhawyd drwy geisiadau rhyddid gwybodaeth, ym mis Awst eleni anfonodd y Comisiynydd lythyr at Weinidog y Gymraeg yn brolio ei fod yn cynnal llai o ymchwiliadau i gwynion gan ddweud ei fod ""niolchgar"" i'r Gweinidog am ei ""harweiniad ar y mater"".",NA
"1371","O Fangor, mi fydd Jeremy Corbyn yn ymweld ag Aberconwy am ddau y prynhawn, cyn cynnal digwyddiad tebyg ym Mae Colwyn am 3.30.","Bangor","Mangor",NA,"O Bangor, mi fydd Jeremy Corbyn yn ymweld ag Aberconwy am ddau y prynhawn, cyn cynnal digwyddiad tebyg ym Mae Colwyn am 3.30.","O Mangor, mi fydd Jeremy Corbyn yn ymweld ag Aberconwy am ddau y prynhawn, cyn cynnal digwyddiad tebyg ym Mae Colwyn am 3.30.",NA
"1412","Mae un bore o salwch yn rhywbeth i rolio dy lygaid arni.","rholio",NA,NA,"Mae un bore o salwch yn rhywbeth i rholio dy lygaid arni.",NA,NA
"1464","Mae 'nhaith i'n dechrau, fel aml i un, drwy ddringo'n bwyllog drwy Ryduchaf a Llidiardau ar ffordd wledig yr Arenig; y mynydd hwnnw o 'mlaen i drwy'r amser, ac yna'r Aran i'w weld wrth edrych i'r chwith.","Rhyduchaf",NA,NA,"Mae 'nhaith i'n dechrau, fel aml i un, drwy ddringo'n bwyllog drwy Rhyduchaf a Llidiardau ar ffordd wledig yr Arenig; y mynydd hwnnw o 'mlaen i drwy'r amser, ac yna'r Aran i'w weld wrth edrych i'r chwith.",NA,NA
"1482","Oedd y gydfodolaeth heddychol rhwng brodorion y Tehuelche a'r Gwladfawyr Cymreig yn ddigwyddiad anghyffredin os nad yn unigryw yn hanes gwladychu cyfandiroedd America?","cydfodolaeth","nghydfodolaeth","chydfodolaeth","Oedd y cydfodolaeth heddychol rhwng brodorion y Tehuelche a'r Gwladfawyr Cymreig yn ddigwyddiad anghyffredin os nad yn unigryw yn hanes gwladychu cyfandiroedd America?","Oedd y nghydfodolaeth heddychol rhwng brodorion y Tehuelche a'r Gwladfawyr Cymreig yn ddigwyddiad anghyffredin os nad yn unigryw yn hanes gwladychu cyfandiroedd America?","Oedd y chydfodolaeth heddychol rhwng brodorion y Tehuelche a'r Gwladfawyr Cymreig yn ddigwyddiad anghyffredin os nad yn unigryw yn hanes gwladychu cyfandiroedd America?"
"1507","Mae'r holl waith adeiladu yn dilyn yr holl waith caled gan aelodau Cymdeithas Gymreig Trevelin i werthu darnau o dir er mwyn ariannu'r prosiect.","Cymreig","Nghymreig","Chymreig","Mae'r holl waith adeiladu yn dilyn yr holl waith caled gan aelodau Cymdeithas Cymreig Trevelin i werthu darnau o dir er mwyn ariannu'r prosiect.","Mae'r holl waith adeiladu yn dilyn yr holl waith caled gan aelodau Cymdeithas Nghymreig Trevelin i werthu darnau o dir er mwyn ariannu'r prosiect.","Mae'r holl waith adeiladu yn dilyn yr holl waith caled gan aelodau Cymdeithas Chymreig Trevelin i werthu darnau o dir er mwyn ariannu'r prosiect."
"1578","Mae copïau papur o'r holiadur hefyd ar gael o'r tair Siop Gwynedd - Swyddfa Dwyfor ym Mhwllheli, Swyddfa Penarlag yn Nolgellau a Stryd y Castell yng Nghaernarfon - ac o'ch llyfrgell neu ganolfan hamdden leol.","Dolgellau","Ddolgellau",NA,"Mae copïau papur o'r holiadur hefyd ar gael o'r tair Siop Gwynedd - Swyddfa Dwyfor ym Mhwllheli, Swyddfa Penarlag yn Dolgellau a Stryd y Castell yng Nghaernarfon - ac o'ch llyfrgell neu ganolfan hamdden leol.","Mae copïau papur o'r holiadur hefyd ar gael o'r tair Siop Gwynedd - Swyddfa Dwyfor ym Mhwllheli, Swyddfa Penarlag yn Ddolgellau a Stryd y Castell yng Nghaernarfon - ac o'ch llyfrgell neu ganolfan hamdden leol.",NA
"1610","Am inni wybod fod gweithred anghyfiawn wedi ei chyflawni yn erbyn trigolion Cwm Celyn.","cyflawni","gyflawni","nghyflawni","Am inni wybod fod gweithred anghyfiawn wedi ei cyflawni yn erbyn trigolion Cwm Celyn.","Am inni wybod fod gweithred anghyfiawn wedi ei gyflawni yn erbyn trigolion Cwm Celyn.","Am inni wybod fod gweithred anghyfiawn wedi ei nghyflawni yn erbyn trigolion Cwm Celyn."
"1634","Dw i'n cofio gwirioni ar y stori rhyfel a dychmygu mai fi oedd Hedd Wyn, ond yn fy nychymyg, i roedd Hedd Wyn yn cyrraedd Pilckem Ridge ac yn dychwelyd adref yn arwr i dderbyn ei gadair yn Eisteddfod Genedlaethol Penbedw.","dychymyg","ddychymyg",NA,"Dw i'n cofio gwirioni ar y stori rhyfel a dychmygu mai fi oedd Hedd Wyn, ond yn fy dychymyg, i roedd Hedd Wyn yn cyrraedd Pilckem Ridge ac yn dychwelyd adref yn arwr i dderbyn ei gadair yn Eisteddfod Genedlaethol Penbedw.","Dw i'n cofio gwirioni ar y stori rhyfel a dychmygu mai fi oedd Hedd Wyn, ond yn fy ddychymyg, i roedd Hedd Wyn yn cyrraedd Pilckem Ridge ac yn dychwelyd adref yn arwr i dderbyn ei gadair yn Eisteddfod Genedlaethol Penbedw.",NA
"1688","Bydd y dyraniad ychwanegol o gyllid yn ein galluogi ni i symud ymlaen â nifer o brosiectau y cytunwyd arnyn nhw yn flaenorol ar safleoedd ledled y Fwrdeistref Sirol.","Bwrdeistref","Mwrdeistref",NA,"Bydd y dyraniad ychwanegol o gyllid yn ein galluogi ni i symud ymlaen â nifer o brosiectau y cytunwyd arnyn nhw yn flaenorol ar safleoedd ledled y Bwrdeistref Sirol.","Bydd y dyraniad ychwanegol o gyllid yn ein galluogi ni i symud ymlaen â nifer o brosiectau y cytunwyd arnyn nhw yn flaenorol ar safleoedd ledled y Mwrdeistref Sirol.",NA
"1719","Yn gynharach eleni, darganfuwyd gohebiaeth oddi wrth Weinidog y Gymraeg at y Comisiynydd yn pwyso arno i gynnal llai o ymchwiliadau.","Gweinidog","Ngweinidog",NA,"Yn gynharach eleni, darganfuwyd gohebiaeth oddi wrth Gweinidog y Gymraeg at y Comisiynydd yn pwyso arno i gynnal llai o ymchwiliadau.","Yn gynharach eleni, darganfuwyd gohebiaeth oddi wrth Ngweinidog y Gymraeg at y Comisiynydd yn pwyso arno i gynnal llai o ymchwiliadau.",NA
"1726","Yn ôl ym mis Chwefror wrth droedio Cwm Brwynog cefais syniad a fyddai'n plethu fy niddordeb mewn anturiaethau a gofal diwedd oes, sef cerdded Llwybr y Pererinion o Lanberis i Aberdaron yn ystod Wythnos Ymwybyddiaeth Cymru Garedig 10fed – 16eg Mai, er mwyn codi arian at Hosbis Dewi Sant.","diddordeb","ddiddordeb",NA,"Yn ôl ym mis Chwefror wrth droedio Cwm Brwynog cefais syniad a fyddai'n plethu fy diddordeb mewn anturiaethau a gofal diwedd oes, sef cerdded Llwybr y Pererinion o Lanberis i Aberdaron yn ystod Wythnos Ymwybyddiaeth Cymru Garedig 10fed – 16eg Mai, er mwyn codi arian at Hosbis Dewi Sant.","Yn ôl ym mis Chwefror wrth droedio Cwm Brwynog cefais syniad a fyddai'n plethu fy ddiddordeb mewn anturiaethau a gofal diwedd oes, sef cerdded Llwybr y Pererinion o Lanberis i Aberdaron yn ystod Wythnos Ymwybyddiaeth Cymru Garedig 10fed – 16eg Mai, er mwyn codi arian at Hosbis Dewi Sant.",NA
"1731","Roedd ei fam, Florence Hannah Thomas, yn wniadwraig a anwyd yn Abertawe.","gwniadwraig","ngwniadwraig",NA,"Roedd ei fam, Florence Hannah Thomas, yn gwniadwraig a anwyd yn Abertawe.","Roedd ei fam, Florence Hannah Thomas, yn ngwniadwraig a anwyd yn Abertawe.",NA
